               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 112,            0.019855,           0.0098729,            0.001029,             0.58477,             0.66307,             0.59493,             0.35817,            0.032226,            0.019476,             0.01325,           0.0089321,           0.0089321,            0.018632
                 113,            0.021378,            0.010516,           0.0010192,             0.57665,             0.67613,             0.59913,             0.36409,            0.031247,            0.019498,            0.013293,           0.0090095,           0.0090095,             0.01791
                 114,            0.018099,           0.0098699,           0.0012267,             0.57532,              0.6668,             0.60692,             0.37082,            0.030816,            0.019204,            0.012405,           0.0090868,           0.0090868,            0.017187
                 115,            0.017521,            0.010889,           0.0010988,             0.52074,             0.69878,             0.59487,              0.3718,            0.030283,             0.02044,            0.012767,           0.0091641,           0.0091641,            0.016464
                 116,             0.02006,            0.010826,            0.000938,             0.53372,             0.71316,             0.60164,             0.37099,            0.030722,            0.019584,            0.012108,           0.0092413,           0.0092413,            0.015741
                 117,            0.017793,            0.010278,           0.0011651,             0.54339,             0.68204,             0.58973,             0.35594,            0.031805,            0.020456,            0.013125,           0.0093185,           0.0093185,            0.015019
                 118,            0.018948,           0.0094092,           0.0010908,             0.57706,             0.65174,             0.58505,             0.36529,            0.032191,             0.01974,            0.013147,           0.0093956,           0.0093956,            0.014296
                 119,            0.019133,             0.01033,           0.0011567,             0.59385,              0.6562,             0.58437,             0.35961,            0.031779,            0.018828,            0.013139,           0.0094727,           0.0094727,            0.013573
                 120,            0.020542,            0.010865,           0.0010207,             0.53397,              0.7249,             0.59082,             0.36296,            0.031388,            0.018429,            0.012105,           0.0095498,           0.0095498,             0.01285
                 121,             0.01875,            0.010014,           0.0013133,             0.59605,             0.61604,              0.5755,              0.3506,            0.032362,             0.02057,             0.01149,           0.0096268,           0.0096268,            0.012127
                 122,            0.018008,            0.010805,           0.0011111,             0.53543,              0.6168,             0.56207,             0.33692,            0.032607,            0.021774,            0.013229,           0.0097037,           0.0097037,            0.011404
                 123,            0.019205,           0.0099303,           0.0014051,             0.52326,             0.61045,              0.5532,             0.33331,             0.03336,            0.023537,            0.013159,           0.0097806,           0.0097806,            0.010681
                 124,            0.019886,            0.010138,           0.0013604,             0.57333,             0.61078,             0.58019,             0.35653,            0.032219,            0.021679,            0.012762,           0.0098574,           0.0098574,           0.0099574
                 125,            0.017682,            0.010691,           0.0011754,             0.58735,             0.62125,             0.58826,             0.36184,            0.032313,            0.022315,            0.013388,           0.0098651,           0.0098651,           0.0098651
                 126,             0.01767,            0.010466,           0.0013969,             0.54135,             0.70914,             0.59228,             0.35809,            0.032148,            0.020469,            0.012703,           0.0098651,           0.0098651,           0.0098651
                 127,            0.017982,            0.010635,           0.0011943,             0.53076,             0.68671,             0.57243,             0.35308,            0.031883,            0.019532,            0.012168,            0.009863,            0.009863,            0.009863
                 128,             0.01763,            0.011408,           0.0011327,             0.59345,             0.63807,             0.57486,             0.34852,            0.032326,            0.020323,            0.012519,           0.0098608,           0.0098608,           0.0098608
                 129,            0.020183,            0.010588,           0.0014286,             0.61971,             0.56996,             0.53819,             0.32617,            0.032547,            0.024251,            0.015198,           0.0098586,           0.0098586,           0.0098586
                 130,            0.018998,            0.010665,           0.0012132,              0.5787,             0.63587,             0.56152,             0.35049,            0.031006,              0.0208,            0.014234,           0.0098564,           0.0098564,           0.0098564
